,rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
1724,1725,confirm,v,53256,53.63,0.02,0.0,36359,0.97,6544,7927,4612,6643,3596,7448,6257,10229,52.67,61.63,36.01,52.67,30.39,59.07,51.4,85.39
1726,1727,insist,v,53141,53.51,0.01,0.0,37984,0.97,5539,6014,3208,5818,8538,8740,8994,6290,44.58,46.76,25.05,46.12,72.16,69.31,73.88,52.51
1742,1743,struggle,v,52598,52.97,0.02,0.0,38799,0.97,8014,7244,1917,5056,8219,7274,9876,4998,64.5,56.32,14.97,40.08,69.46,57.69,81.12,41.72
1744,1745,expand,v,52529,52.9,0.03,0.0,36770,0.95,7132,7684,1342,4000,2059,9124,9944,11244,57.4,59.74,10.48,31.71,17.4,72.36,81.68,93.86
1746,1747,launch,v,52479,52.85,0.04,0.01,36220,0.95,7353,7351,2372,5808,3056,12736,9540,4263,59.18,57.16,18.52,46.05,25.83,101.01,78.36,35.59
1749,1750,repeat,v,52290,52.66,0.11,0.0,35751,0.97,6755,7515,4217,3976,9852,8401,4897,6676,54.36,58.43,32.93,31.52,83.26,66.63,40.22,55.73
1758,1759,press,v,51939,52.3,0.12,0.01,33416,0.94,3911,5802,3554,4092,17131,8272,5432,3745,31.48,45.11,27.75,32.44,144.78,65.6,44.62,31.26
1762,1763,generate,v,51796,52.16,0.01,0.0,30852,0.93,7558,9037,941,2473,1163,8487,6005,16132,60.83,70.26,7.35,19.61,9.83,67.31,49.33,134.67
1764,1765,last,v,51774,52.14,0.04,0.01,39373,0.98,6906,6707,6273,5413,6770,8835,6809,4061,55.58,52.15,48.98,42.91,57.22,70.07,55.93,33.9
1769,1770,prefer,v,51684,52.05,0.01,0.0,37550,0.97,8988,7741,4562,2928,5810,8720,6042,6893,72.34,60.19,35.62,23.21,49.1,69.16,49.63,57.54
1773,1774,direct,v,51486,51.85,0.05,0.0,33965,0.96,6292,7783,2141,5091,3659,7713,9600,9207,50.64,60.51,16.72,40.36,30.92,61.17,78.86,76.86
1777,1778,record,v,51375,51.74,0.04,0.0,30512,0.96,5302,7860,3134,5577,2862,8414,6774,11452,42.67,61.11,24.47,44.21,24.19,66.73,55.64,95.6
1782,1783,capture,v,51215,51.57,0.03,0.0,33880,0.97,5919,7572,3317,5468,3312,9888,6808,8931,47.64,58.87,25.9,43.35,27.99,78.42,55.92,74.56
1790,1791,select,v,50804,51.16,0.06,0.0,29989,0.93,6329,9911,1029,1969,2057,7244,5719,16546,50.94,77.06,8.03,15.61,17.38,57.45,46.98,138.12
1791,1792,file,v,50771,51.13,0.03,0.0,27917,0.94,5984,9544,3389,6636,2482,5688,13601,3447,48.16,74.21,26.46,52.61,20.98,45.11,111.72,28.78
1796,1797,adopt,v,50605,50.96,0.02,0.0,29376,0.94,5981,8579,2078,4249,2065,6112,6345,15195,48.14,66.7,16.22,33.69,17.45,48.47,52.12,126.85
1804,1805,solve,v,50437,50.79,0.03,0.0,32054,0.97,7920,7991,4679,7554,2936,6170,5026,8161,63.74,62.13,36.53,59.89,24.81,48.93,41.28,68.13
1807,1808,back,v,50340,50.69,0.09,0.01,35909,0.98,6491,5789,8565,6432,8275,5636,7288,1864,52.24,45.01,66.88,50.99,69.94,44.7,59.86,15.56
1813,1814,disappear,v,50053,50.4,0.02,0.0,33413,0.96,4045,4766,7636,4423,14517,6582,4360,3724,32.55,37.06,59.62,35.07,122.69,52.2,35.81,31.09
1815,1816,predict,v,50013,50.36,0.02,0.0,30191,0.95,6592,6596,1371,4703,1835,8076,6887,13953,53.05,51.29,10.7,37.29,15.51,64.05,56.57,116.48
1825,1826,issue,v,49792,50.14,0.03,0.0,31455,0.94,6002,9089,1466,6159,1727,6386,10005,8958,48.3,70.67,11.45,48.83,14.6,50.65,82.18,74.78
1827,1828,clean,v,49764,50.11,0.06,0.01,32442,0.98,6027,4989,11059,4797,8810,6779,5119,2184,48.51,38.79,86.35,38.03,74.46,53.76,42.05,18.23
1833,1834,investigate,v,49473,49.82,0.02,0.0,30681,0.95,4257,6043,3521,8503,1895,5161,7357,12736,34.26,46.99,27.49,67.41,16.02,40.93,60.43,106.32
1839,1840,fear,v,49288,49.63,0.07,0.01,34365,0.98,6577,6808,4861,5352,7516,6158,7164,4852,52.93,52.93,37.95,42.43,63.52,48.84,58.85,40.5
1840,1841,afford,v,49246,49.59,0.01,0.0,34204,0.98,8659,7300,5369,5396,4981,6227,6771,4543,69.69,56.76,41.92,42.78,42.1,49.38,55.62,37.92
1853,1854,acknowledge,v,48811,49.15,0.02,0.0,35616,0.96,6495,6716,1074,4594,3084,6727,9660,10461,52.27,52.22,8.39,36.42,26.06,53.35,79.35,87.33
1857,1858,locate,v,48581,48.92,0.06,0.0,32404,0.96,5427,8342,2863,2231,3579,8431,5810,11898,43.68,64.86,22.35,17.69,30.25,66.86,47.72,99.32
1861,1862,lean,v,48484,48.82,0.05,0.0,26076,0.86,2727,3463,1883,2036,29722,4512,3008,1133,21.95,26.93,14.7,16.14,251.2,35.78,24.71,9.46
1865,1866,score,v,48316,48.66,0.05,0.01,24000,0.93,6767,5661,2603,1830,1365,5693,17108,7289,54.46,44.02,20.32,14.51,11.54,45.15,140.53,60.85
1868,1869,clear,v,48273,48.61,0.09,0.01,34112,0.98,4442,4795,9613,4912,10922,5505,5360,2724,35.75,37.28,75.06,38.94,92.31,43.66,44.03,22.74
1869,1870,bear,v,48272,48.61,0.06,0.01,33777,0.97,5393,7796,3767,3802,7846,7297,5208,7163,43.4,60.62,29.41,30.14,66.31,57.87,42.78,59.8
1871,1872,review,v,48123,48.46,0.13,0.01,30565,0.94,6974,10802,1593,3753,1428,4721,6832,12020,56.13,83.99,12.44,29.75,12.07,37.44,56.12,100.34
1880,1881,challenge,v,47854,48.19,0.04,0.01,34030,0.96,6900,6683,2319,5072,1899,6778,7209,10994,55.53,51.96,18.11,40.21,16.05,53.75,59.22,91.78
1887,1888,grant,v,47729,48.06,0.13,0.01,32130,0.97,7456,9115,3218,3807,3733,5327,6576,8497,60.01,70.87,25.13,30.18,31.55,42.25,54.02,70.93
1891,1892,declare,v,47594,47.93,0.02,0.0,32325,0.97,6004,8438,1878,4730,3873,7516,7655,7500,48.32,65.61,14.66,37.5,32.73,59.61,62.88,62.61
1894,1895,organize,v,47499,47.83,0.04,0.0,30811,0.95,6415,7127,1999,3903,2086,7368,6346,12255,51.63,55.41,15.61,30.94,17.63,58.43,52.13,102.3
1899,1900,surround,v,47314,47.65,0.03,0.0,36163,0.97,5211,5721,2872,4406,8246,8212,6510,6136,41.94,44.48,22.42,34.93,69.69,65.13,53.47,51.22
1908,1909,propose,v,47044,47.37,0.01,0.0,29451,0.95,5191,7216,2597,5168,1906,5851,6544,12571,41.78,56.11,20.28,40.97,16.11,46.4,53.75,104.94
1909,1910,rely,v,47026,47.36,0.02,0.0,34081,0.95,7211,7285,1449,3447,1505,7980,6772,11377,58.03,56.64,11.31,27.33,12.72,63.29,55.63,94.97
1931,1932,mark,v,46427,46.75,0.08,0.01,33980,0.97,4674,6616,3013,3531,5703,8130,7113,7647,37.62,51.44,23.53,27.99,48.2,64.48,58.43,63.84
1944,1945,suppose,v,46217,46.54,0.11,0.01,27798,0.96,6821,7415,9411,4125,12348,2356,1142,2599,54.9,57.65,73.48,32.7,104.36,18.68,9.38,21.7
1955,1956,celebrate,v,45778,46.1,0.05,0.01,32602,0.97,5773,5406,5182,5836,3101,7828,8710,3942,46.46,42.03,40.46,46.27,26.21,62.08,71.54,32.91
1956,1957,arrest,v,45707,46.03,0.05,0.01,25695,0.96,4462,5215,8027,8813,2949,4077,9886,2278,35.91,40.55,62.67,69.87,24.92,32.33,81.2,19.02
1957,1958,dance,v,45680,46.0,0.12,0.02,24083,0.97,3178,3652,12492,3929,10497,4318,4813,2801,25.58,28.4,97.54,31.15,88.72,34.25,39.53,23.38
1961,1962,bother,v,45596,45.92,0.01,0.01,31646,0.97,7516,5568,9547,4613,10241,3784,3340,987,60.49,43.29,74.54,36.57,86.55,30.01,27.44,8.24
1963,1964,shift,v,45537,45.86,0.04,0.0,32489,0.96,5004,5408,1594,3286,9523,7205,5718,7799,40.27,42.05,12.45,26.05,80.48,57.14,46.97,65.11
1966,1967,warn,v,45485,45.8,0.02,0.01,33946,0.98,4301,5144,5841,5534,6184,6867,8268,3346,34.61,40.0,45.61,43.87,52.26,54.46,67.91,27.93
1967,1968,influence,v,45471,45.79,0.02,0.0,27015,0.91,5436,6070,855,3121,754,5343,3684,20208,43.75,47.2,6.68,24.74,6.37,42.37,30.26,168.69
1977,1978,climb,v,45263,45.58,0.04,0.01,26927,0.92,2953,3538,3634,2480,17425,8825,4979,1429,23.77,27.51,28.37,19.66,147.27,69.99,40.9,11.93
1982,1983,conclude,v,45116,45.43,0.01,0.0,30847,0.94,4738,6595,861,3118,2338,6959,5920,14587,38.13,51.28,6.72,24.72,19.76,55.19,48.63,121.77
1983,1984,scream,v,45103,45.42,0.12,0.08,25460,0.94,3956,3843,11883,4123,14394,3429,3010,465,31.84,29.88,92.78,32.69,121.65,27.19,24.72,3.88
1990,1991,paint,v,44842,45.16,0.04,0.01,25257,0.95,4238,4019,4442,3425,8051,12142,5197,3328,34.11,31.25,34.68,27.15,68.04,96.3,42.69,27.78
1992,1993,complain,v,44829,45.14,0.01,0.0,31778,0.97,8062,6778,3407,4791,5407,5247,7787,3350,64.88,52.7,26.6,37.98,45.7,41.61,63.96,27.97
1995,1996,nod,v,44778,45.09,0.02,0.0,16854,0.79,856,2203,588,697,37039,2013,1037,345,6.89,17.13,4.59,5.53,313.04,15.96,8.52,2.88
2003,2004,accuse,v,44491,44.8,0.02,0.0,29811,0.94,5552,5075,2845,9552,2416,4998,11224,2829,44.68,39.46,22.21,75.73,20.42,39.64,92.19,23.62
2004,2005,knock,v,44485,44.8,0.08,0.01,30452,0.96,3915,4066,10568,4556,11674,4171,4830,705,31.51,31.61,82.51,36.12,98.66,33.08,39.67,5.89
2011,2012,match,v,44314,44.63,0.03,0.01,31718,0.98,5721,6571,4498,3161,4657,7717,6182,5807,46.04,51.09,35.12,25.06,39.36,61.2,50.78,48.48
2018,2019,bet,v,43896,44.2,0.08,0.02,28636,0.97,6272,4296,15772,5284,6171,2848,2839,414,50.48,33.4,123.15,41.89,52.15,22.59,23.32,3.46
2019,2020,cite,v,43809,44.12,0.06,0.01,28716,0.93,5801,6787,352,2554,598,5746,9515,12456,46.69,52.77,2.75,20.25,5.05,45.57,78.16,103.98
2030,2031,pursue,v,43595,43.9,0.01,0.0,30584,0.96,5668,6538,1887,4834,2628,6225,6371,9444,45.62,50.83,14.73,38.32,22.21,49.37,52.33,78.84
2033,2034,question,v,43506,43.81,0.02,0.0,31625,0.98,6432,6070,3595,6826,3605,4146,6847,5985,51.77,47.2,28.07,54.12,30.47,32.88,56.24,49.96
2041,2042,estimate,v,43344,43.65,0.03,0.0,26106,0.93,4121,6091,550,2706,754,7599,8092,13431,33.17,47.36,4.29,21.45,6.37,60.27,66.47,112.12
2042,2043,list,v,43341,43.65,0.03,0.0,29582,0.95,7473,8972,1320,1975,1849,6496,7092,8164,60.14,69.76,10.31,15.66,15.63,51.52,58.25,68.15
2044,2045,comment,v,43256,43.56,0.15,0.01,27264,0.93,12140,8425,1011,3973,2036,3279,7195,5197,97.7,65.51,7.89,31.5,17.21,26.01,59.1,43.38
2047,2048,invest,v,43235,43.54,0.05,0.01,25875,0.95,8031,6367,1545,4759,1129,9019,7559,4826,64.63,49.5,12.06,37.73,9.54,71.53,62.09,40.29
2053,2054,expose,v,43119,43.42,0.02,0.0,29598,0.97,6177,6455,2852,3965,3764,6849,4571,8486,49.71,50.19,22.27,31.43,31.81,54.32,37.55,70.84
2054,2055,lock,v,43093,43.4,0.06,0.01,28618,0.97,3622,3887,11650,4060,10256,4579,3705,1334,29.15,30.22,90.96,32.19,86.68,36.32,30.43,11.14
2055,2056,convince,v,43085,43.39,0.01,0.0,32070,0.98,7037,6306,5038,6120,5573,5296,4531,3184,56.63,49.03,39.34,48.52,47.1,42.0,37.22,26.58
2062,2063,purchase,v,42921,43.22,0.03,0.01,27893,0.95,8913,8241,1120,2150,2205,7580,7082,5630,71.73,64.08,8.74,17.05,18.64,60.12,58.17,47.0
2069,2070,pray,v,42700,43.0,0.08,0.01,21337,0.97,7989,7284,6487,4440,7348,4324,3236,1592,64.3,56.63,50.65,35.2,62.1,34.29,26.58,13.29
2072,2073,ought,v,42597,42.9,0.02,0.01,25236,0.94,4127,5543,5752,12698,5512,2956,2610,3399,33.21,43.1,44.91,100.67,46.58,23.44,21.44,28.37
2073,2074,escape,v,42473,42.77,0.03,0.01,29453,0.98,3790,6037,6530,3518,8528,5495,4741,3834,30.5,46.94,50.99,27.89,72.07,43.58,38.94,32.01
2083,2084,eliminate,v,42246,42.54,0.04,0.0,28864,0.95,6261,6504,1819,3812,957,7558,6795,8540,50.39,50.57,14.2,30.22,8.09,59.94,55.81,71.29
2090,2091,mix,v,42079,42.37,0.1,0.01,29084,0.96,4694,4566,3120,3482,4631,10620,6636,4330,37.78,35.5,24.36,27.61,39.14,84.22,54.51,36.15
2092,2093,implement,v,42004,42.3,0.02,0.0,21866,0.89,6579,7473,302,2422,290,2911,3299,18728,52.95,58.1,2.36,19.2,2.45,23.09,27.1,156.34
2097,2098,approve,v,41740,42.03,0.01,0.0,27800,0.96,5250,6977,2155,5143,2030,4520,10552,5113,42.25,54.25,16.83,40.77,17.16,35.85,86.68,42.68
2100,2101,slip,v,41664,41.96,0.03,0.0,28485,0.92,2492,3270,4762,2418,17946,5557,3941,1278,20.06,25.43,37.18,19.17,151.67,44.07,32.37,10.67
2102,2103,lack,v,41652,41.94,0.03,0.0,30553,0.95,6388,6498,1252,1527,2943,7195,5602,10247,51.41,50.52,9.78,12.11,24.87,57.06,46.02,85.54
2104,2105,contact,v,41609,41.9,0.17,0.02,27693,0.96,6629,7849,4389,2932,2201,6611,6219,4779,53.35,61.03,34.27,23.24,18.6,52.43,51.08,39.89
2115,2116,kiss,v,41405,41.7,0.09,0.01,20585,0.92,1956,3271,12877,2274,16482,2556,1468,521,15.74,25.43,100.54,18.03,139.3,20.27,12.06,4.35
2117,2118,inspire,v,41223,41.51,0.05,0.01,30545,0.96,7227,6990,2240,3653,1872,8982,5791,4468,58.16,54.35,17.49,28.96,15.82,71.23,47.57,37.3
2121,2122,aim,v,41126,41.41,0.04,0.01,30527,0.96,4769,5415,1696,2930,4463,7014,6568,8274,38.38,42.1,13.24,23.23,37.72,55.63,53.95,69.07
2127,2128,reject,v,41033,41.32,0.02,0.0,26316,0.95,6050,7332,1698,4158,1709,4557,6534,8995,48.69,57.01,13.26,32.96,14.44,36.14,53.67,75.09
2128,2129,inform,v,41031,41.32,0.02,0.0,28556,0.96,6260,6868,2763,2730,3826,4507,3877,10216,50.38,53.4,21.57,21.64,32.34,35.74,31.85,85.28
2131,2132,cast,v,41004,41.29,0.05,0.01,27770,0.97,5680,6816,2526,3676,6568,6280,5900,3558,45.71,53.0,19.72,29.14,55.51,49.81,48.46,29.7
2135,2136,rest,v,40908,41.2,0.07,0.01,28946,0.95,3460,4713,5039,2200,12368,5862,3259,4007,27.85,36.64,39.34,17.44,104.53,46.49,26.77,33.45
2146,2147,account,v,40739,41.03,0.03,0.0,26166,0.93,4880,6110,1268,1947,1344,6061,5636,13493,39.27,47.51,9.9,15.44,11.36,48.07,46.29,112.64
2147,2148,elect,v,40738,41.02,0.02,0.0,23071,0.94,7927,8271,1056,8123,799,3799,7296,3467,63.8,64.31,8.25,64.4,6.75,30.13,59.93,28.94
2148,2149,smell,v,40735,41.02,0.06,0.01,23845,0.93,2539,2348,12610,2554,15568,2848,1643,625,20.43,18.26,98.46,20.25,131.57,22.59,13.5,5.22
2153,2154,hand,v,40469,40.75,0.03,0.0,28673,0.94,4468,4076,4300,3542,14190,4060,4410,1423,35.96,31.69,33.57,28.08,119.93,32.2,36.22,11.88
2156,2157,assess,v,40352,40.64,0.05,0.0,19997,0.85,2659,4417,458,1740,984,3150,2525,24419,21.4,34.34,3.58,13.79,8.32,24.98,20.74,203.85
2164,2165,suspect,v,40173,40.46,0.02,0.0,29355,0.98,7023,5740,3272,5356,6337,4979,4306,3160,56.52,44.63,25.55,42.46,53.56,39.49,35.37,26.38
2165,2166,land,v,40144,40.43,0.04,0.01,27583,0.97,3951,4072,4670,4177,7933,7062,6466,1813,31.8,31.66,36.46,33.12,67.05,56.01,53.11,15.13
2172,2173,employ,v,40014,40.3,0.02,0.0,25923,0.93,4767,6177,778,1643,1598,5633,4768,14650,38.37,48.03,6.07,13.03,13.51,44.67,39.16,122.3
2176,2177,click,v,39951,40.23,0.27,0.02,21703,0.91,9224,14663,1102,1613,4362,5389,2589,1009,74.24,114.01,8.6,12.79,36.87,42.74,21.27,8.42
2183,2184,quote,v,39780,40.06,0.08,0.0,25225,0.94,7184,6433,1381,10739,1596,3151,3764,5532,57.82,50.02,10.78,85.14,13.49,24.99,30.92,46.18
2187,2188,enable,v,39743,40.02,0.02,0.0,26120,0.93,5957,7595,498,1630,808,7026,3207,13022,47.94,59.05,3.89,12.92,6.83,55.72,26.34,108.71
2191,2192,oppose,v,39656,39.93,0.02,0.0,24979,0.95,6180,6375,879,7105,736,4382,7859,6140,49.74,49.57,6.86,56.33,6.22,34.75,64.55,51.26
2198,2199,decline,v,39480,39.76,0.01,0.0,27410,0.94,4454,5265,657,2839,1343,6386,11488,7048,35.85,40.94,5.13,22.51,11.35,50.65,94.36,58.84
2199,2200,attract,v,39479,39.76,0.01,0.0,28993,0.97,5195,4714,2563,3299,2875,7511,7726,5596,41.81,36.65,20.01,26.15,24.3,59.57,63.46,46.71
2203,2204,separate,v,39416,39.69,0.03,0.0,29484,0.97,4098,5709,2968,4173,4861,6136,4241,7230,32.98,44.39,23.17,33.08,41.08,48.66,34.84,60.36
2204,2205,breathe,v,39322,39.6,0.1,0.01,24573,0.94,2474,3394,9492,2685,13640,4229,2184,1224,19.91,26.39,74.11,21.29,115.28,33.54,17.94,10.22
2215,2216,quit,v,39091,39.37,0.1,0.01,24769,0.98,4889,4316,11217,3773,5242,4187,4325,1142,39.35,33.56,87.58,29.91,44.3,33.21,35.53,9.53
2222,2223,drag,v,38895,39.17,0.03,0.0,26515,0.96,4069,4367,5511,3075,11669,5017,3413,1774,32.75,33.95,43.03,24.38,98.62,39.79,28.03,14.81
2225,2226,display,v,38757,39.03,0.03,0.0,25682,0.95,5191,7033,697,1092,3333,7013,5085,9313,41.78,54.68,5.44,8.66,28.17,55.62,41.77,77.74
2228,2229,succeed,v,38621,38.89,0.02,0.0,28750,0.97,5522,6335,2015,4351,2566,5793,5965,6074,44.44,49.26,15.73,34.49,21.69,45.94,49.0,50.71
2238,2239,divide,v,38426,38.7,0.06,0.0,27009,0.96,3918,5757,1368,3699,2297,7309,5052,9026,31.53,44.76,10.68,29.33,19.41,57.97,41.5,75.35
2254,2255,date,v,37929,38.2,0.04,0.01,24187,0.98,4606,4675,7667,3495,3135,6317,4378,3655,37.07,36.35,59.86,27.71,26.5,50.1,35.96,30.51
2260,2261,disagree,v,37874,38.14,0.03,0.0,23190,0.94,10247,6675,1592,7914,1024,2608,3692,4122,82.47,51.9,12.43,62.74,8.65,20.68,30.33,34.41
2265,2266,regard,v,37839,38.1,0.02,0.0,25711,0.95,6219,7045,1144,2779,3760,4357,3494,9041,50.05,54.78,8.93,22.03,31.78,34.55,28.7,75.47
2277,2278,wrap,v,37396,37.66,0.06,0.01,27174,0.94,3285,3586,3826,3536,12189,5995,3926,1053,26.44,27.88,29.87,28.03,103.02,47.54,32.25,8.79
2281,2282,rush,v,37327,37.59,0.05,0.01,25178,0.95,3671,3721,2789,3278,10435,4480,7902,1051,29.54,28.93,21.78,25.99,88.19,35.53,64.91,8.77
2283,2284,slow,v,37312,37.57,0.08,0.01,27036,0.98,3939,3878,5707,3295,7135,6356,4848,2154,31.7,30.15,44.56,26.12,60.3,50.41,39.82,17.98
2290,2291,compete,v,37112,37.37,0.02,0.0,25672,0.95,5455,4726,1848,3912,1150,5959,9599,4463,43.9,36.75,14.43,31.01,9.72,47.26,78.85,37.26
2291,2292,rule,v,37088,37.35,0.03,0.01,26333,0.97,4881,5643,3258,5099,2099,4870,6906,4332,39.28,43.88,25.44,40.42,17.74,38.62,56.73,36.16
2294,2295,benefit,v,37025,37.29,0.02,0.0,26980,0.95,6394,5895,687,3110,585,5678,6422,8254,51.46,45.84,5.36,24.66,4.94,45.03,52.75,68.9
2297,2298,recover,v,36947,37.21,0.02,0.0,26746,0.98,4497,5198,2880,4432,4027,5273,6427,4213,36.19,40.42,22.49,35.14,34.03,41.82,52.79,35.17
2311,2312,suck,v,36572,36.83,0.08,0.02,22563,0.96,7069,5035,11668,1377,6911,2865,1189,458,56.89,39.15,91.1,10.92,58.41,22.72,9.77,3.82
2315,2316,wash,v,36491,36.75,0.11,0.01,24058,0.96,3421,3633,5410,2370,10159,5715,3561,2222,27.53,28.25,42.24,18.79,85.86,45.32,29.25,18.55
2318,2319,pour,v,36412,36.67,0.14,0.01,24161,0.94,2558,3233,2707,2469,11114,7567,5020,1744,20.59,25.14,21.14,19.57,93.93,60.01,41.23,14.56
2330,2331,acquire,v,36094,36.35,0.02,0.0,23835,0.94,4093,5546,1012,1332,2171,5750,6047,10143,32.94,43.12,7.9,10.56,18.35,45.6,49.67,84.67
2332,2333,stretch,v,36058,36.31,0.05,0.01,26047,0.94,2909,3521,1862,2039,11716,7270,4557,2184,23.41,27.38,14.54,16.17,99.02,57.66,37.43,18.23
2338,2339,analyze,v,35948,36.2,0.03,0.0,22246,0.9,3258,4705,1202,2267,993,4686,2356,16481,26.22,36.58,9.39,17.97,8.39,37.16,19.35,137.58
2341,2342,dig,v,35841,36.09,0.07,0.01,24498,0.97,3734,3706,6925,3444,8190,5269,3136,1443,30.05,28.82,54.07,27.3,69.22,41.79,25.76,12.05
2343,2344,pretend,v,35824,36.08,0.05,0.01,24505,0.96,5432,4655,7995,2478,9808,2595,1644,1217,43.72,36.19,62.42,19.65,82.89,20.58,13.5,10.16
2346,2347,lower,v,35791,36.04,0.05,0.01,24593,0.96,4165,4212,1774,3010,8399,6683,3970,3578,33.52,32.75,13.85,23.86,70.98,53.0,32.61,29.87
2356,2357,evaluate,v,35577,35.83,0.03,0.0,19376,0.87,3527,4875,426,1316,501,3290,2651,18991,28.39,37.9,3.33,10.43,4.23,26.09,21.78,158.54
2360,2361,reply,v,35489,35.74,0.05,0.01,19897,0.91,4464,6136,360,591,14480,4346,3223,1889,35.93,47.71,2.81,4.69,122.38,34.47,26.47,15.77
2367,2368,pack,v,35348,35.6,0.07,0.01,26514,0.96,3311,3258,5730,2602,7171,7564,4678,1034,26.65,25.33,44.74,20.63,60.61,59.99,38.43,8.63
2370,2371,tear,v,35320,35.57,0.04,0.01,25809,0.96,3170,3666,5308,3262,10285,4187,4112,1330,25.51,28.5,41.44,25.86,86.92,33.21,33.78,11.1
2379,2380,range,v,35010,35.26,0.01,0.0,24684,0.91,2438,3673,239,1109,835,6898,6294,13524,19.62,28.56,1.87,8.79,7.06,54.71,51.7,112.9
2383,2384,pop,v,34932,35.18,0.14,0.02,25534,0.97,4354,3588,6119,3026,7743,5478,3914,710,35.04,27.9,47.78,23.99,65.44,43.44,32.15,5.93
2388,2389,block,v,34808,35.05,0.03,0.0,25096,0.97,4491,4865,2735,3529,4679,5643,6298,2568,36.14,37.83,21.35,27.98,39.54,44.75,51.73,21.44
2399,2400,install,v,34402,34.64,0.05,0.0,18421,0.94,6574,6794,1174,1284,1670,9138,4914,2854,52.91,52.83,9.17,10.18,14.11,72.47,40.36,23.82
2402,2403,host,v,34350,34.59,0.17,0.08,25182,0.93,5007,4620,1015,9133,845,4249,7436,2045,40.3,35.92,7.93,72.41,7.14,33.7,61.08,17.07
2410,2411,stir,v,34231,34.47,0.23,0.01,15270,0.86,1704,1898,987,1168,5351,15420,6857,846,13.71,14.76,7.71,9.26,45.22,122.29,56.32,7.06
2414,2415,emphasize,v,34190,34.43,0.02,0.0,22887,0.9,2961,3693,231,2209,1049,4419,3834,15794,23.83,28.71,1.8,17.51,8.87,35.05,31.49,131.85
2418,2419,load,v,34026,34.27,0.29,0.01,19264,0.96,6744,8338,3148,1665,4103,4530,2981,2517,54.28,64.83,24.58,13.2,34.68,35.93,24.49,21.01
2422,2423,accomplish,v,33992,34.23,0.01,0.0,25766,0.96,5913,5932,1810,3912,2083,4407,3659,6276,47.59,46.12,14.13,31.01,17.6,34.95,30.06,52.39
2432,2433,consist,v,33777,34.01,0.01,0.0,22211,0.91,3325,6507,386,558,1554,4803,2282,14362,26.76,50.59,3.01,4.42,13.13,38.09,18.74,119.89
2444,2445,interview,v,33551,33.79,0.02,0.0,21042,0.93,2944,3211,2162,10436,1556,3482,5321,4439,23.69,24.97,16.88,82.74,13.15,27.61,43.71,37.06
2445,2446,bury,v,33531,33.77,0.04,0.0,22337,0.97,2611,3363,6612,3374,8048,4172,3341,2010,21.01,26.15,51.63,26.75,68.02,33.09,27.44,16.78
2455,2456,coach,v,33363,33.6,0.21,0.02,15407,0.89,3390,2962,2617,1170,942,3236,16901,2145,27.28,23.03,20.43,9.28,7.96,25.66,138.83,17.91
2463,2464,adjust,v,33205,33.44,0.05,0.0,23200,0.96,4242,4565,1526,1532,4829,6153,3965,6398,34.14,35.49,11.91,12.15,40.81,48.8,32.57,53.41
2466,2467,assist,v,33161,33.39,0.03,0.0,21951,0.94,4398,5453,1361,1663,1372,4066,5883,8965,35.4,42.4,10.63,13.18,11.6,32.25,48.32,74.84
2469,2470,permit,v,33083,33.32,0.02,0.0,21220,0.94,3798,5842,934,2264,2143,4557,4479,9066,30.57,45.42,7.29,17.95,18.11,36.14,36.79,75.68
2472,2473,shout,v,33053,33.29,0.05,0.02,19197,0.89,2314,2884,2784,1569,16593,3285,2805,819,18.62,22.42,21.74,12.44,140.24,26.05,23.04,6.84
2475,2476,dream,v,33013,33.24,0.08,0.01,22538,0.97,3290,3955,7072,2638,8197,3771,2856,1234,26.48,30.75,55.22,20.91,69.28,29.91,23.46,10.3
2476,2477,transfer,v,33009,33.24,0.13,0.0,21054,0.96,3087,4710,2793,1777,2031,7019,5877,5715,24.84,36.62,21.81,14.09,17.17,55.67,48.27,47.71
2481,2482,swear,v,32971,33.2,0.04,0.01,22126,0.96,2606,2851,13478,2655,6939,2122,1748,572,20.97,22.17,105.24,21.05,58.65,16.83,14.36,4.78
2485,2486,waste,v,32952,33.18,0.04,0.01,24299,0.98,5980,5024,7408,2165,4719,3262,2475,1919,48.13,39.06,57.84,17.16,39.88,25.87,20.33,16.02
2486,2487,relax,v,32948,33.18,0.22,0.01,22696,0.96,2340,2562,12538,1750,6019,4494,2190,1055,18.83,19.92,97.9,13.87,50.87,35.64,17.99,8.81
2487,2488,owe,v,32943,33.17,0.02,0.01,22010,0.98,3508,3820,10673,2841,3713,2935,3570,1883,28.23,29.7,83.33,22.52,31.38,23.28,29.32,15.72
2488,2489,transform,v,32910,33.14,0.04,0.01,23688,0.95,3312,4402,1101,1826,2583,6706,4066,8914,26.66,34.23,8.6,14.48,21.83,53.18,33.4,74.41
2494,2495,abandon,v,32838,33.07,0.03,0.0,24578,0.98,3677,4049,3162,2730,5168,4952,4281,4819,29.59,31.48,24.69,21.64,43.68,39.27,35.16,40.23
2500,2501,smoke,v,32716,32.95,0.07,0.01,17801,0.97,2834,3107,6842,3428,7681,3493,3147,2181,22.81,24.16,53.42,27.18,64.92,27.7,25.85,18.21
